代號,名稱,開盤,最高,最低,收盤,成交量
'078076,新光鋼麥證7B購01,0.33,0.33,0.33,0.33,10
'078077,上銀麥證7C購01,0.58,0.59,0.56,0.57,371
'078078,旺宏麥證7A購02,0.7,0.7,0.7,0.7,630
'078079,大同麥證7B購02,0.46,0.46,0.45,0.45,594
'07807P,大立光統一81售06,0.69,0.69,0.67,0.67,60
'078080,友達麥證7B購02,0.73,0.74,0.73,0.74,814
'078081,晶電麥證7A購03,0.71,0.73,0.7,0.7,1885
'078082,義隆麥證7A購01,0.72,0.77,0.7,0.77,6230
'078083,創意麥證7A購02,0.72,0.83,0.72,0.78,2567
'078084,GIS麥證7A購02,0.74,0.77,0.73,0.75,2868
'078085,鑽全永豐7A購02,0.9,0.93,0.84,0.84,1014
'078086,旺宏永豐7A購05,1.35,1.38,1.25,1.27,259
'078087,全新永豐7A購06,1.65,1.67,1.64,1.67,292
'078088,全新永豐7A購07,1.9,1.99,1.9,1.99,305
'078089,京鼎永豐7A購02,1.34,1.37,1.32,1.32,350
'07808P,華新統一7B售02,1,1,0.98,0.98,413
'078090,康普永豐7A購03,0.98,0.99,0.94,0.97,1144
'078091,TPK台新7C購01,0.92,0.93,0.92,0.93,200
'078092,台灣50元大7A購02,2.7,2.75,2.7,2.75,6
'078093,高股息元大7A購01,1.54,1.6,1.54,1.6,25
'078094,上証2X元大7A購08,1.56,1.56,1.53,1.54,40
'078095,聚陽元大7A購02,1.03,1.07,1.03,1.07,684
'078096,潤隆元大7A購02,1.8,1.82,1.79,1.81,417
'078097,榮成元大7A購02,0.73,0.78,0.73,0.77,408
'078098,光磊元大7A購02,1.88,2.04,1.72,1.73,2589
'078099,佳世達元大7A購01,0.9,0.92,0.88,0.89,1766
'07809P,大立光凱基7B售10,1.73,1.73,1.73,1.73,0
'078100,台光電元大7A購01,1.51,1.53,1.49,1.5,674
'078101,美律元大7A購04,1.24,1.33,1.24,1.33,210
'078102,晶電元大7A購16,1.75,1.84,1.69,1.73,2217
'078103,奇力新元大7C購01,3.88,4.43,3.83,4.2,794
'078104,開發金元大7B購01,0.89,0.89,0.89,0.89,67
'078105,明泰元大7A購01,1.24,1.32,1.19,1.25,1376
'078106,玉晶光元大7A購03,3.2,3.2,2.62,2.62,2939
'078107,玉晶光元大7C購02,2.19,2.31,2.07,2.07,1425
'078108,國巨國泰7B購02,4.69,4.69,4.69,4.69,0
'078109,智邦國泰7A購02,2.5,2.53,2.36,2.53,75
'07810P,訊芯凱基7B售03,1.11,1.11,1.11,1.11,0
'078110,美律國泰7A購01,1.47,1.57,1.47,1.57,498
'078111,京鼎國泰7A購02,1.15,1.2,1.12,1.12,739
'078112,麗豐國泰7A購01,2.79,2.79,2.79,2.79,0
'078113,達運國泰7A購01,2.23,2.23,1.97,1.99,106
'078114,T50反1富邦7A購03,0.57,0.57,0.57,0.57,0
'078115,T50反1富邦7C購01,0.49,0.49,0.49,0.49,5
'078116,鴻海富邦7A購08,1.2,1.22,1.18,1.21,1754
'078117,國巨富邦7B購06,4.1,4.55,4.1,4.55,346
'078118,國巨富邦7B購07,2.75,2.85,2.75,2.83,159
'078119,華邦電富邦7A購02,1.16,1.28,1.15,1.24,2983
'07811P,深中小群益7C售02,0.77,0.77,0.77,0.77,0
'078120,智邦富邦7A購01,1.84,1.84,1.68,1.68,220
'078121,國泰金富邦7A購01,0.81,0.84,0.81,0.84,1124
'078122,欣興富邦7A購02,0.58,0.65,0.58,0.65,5922
'078123,中租富邦7B購01,0.9,0.9,0.9,0.9,20
'078124,彩晶富邦7A購01,1.05,1.06,1.04,1.06,212
'078125,台泥凱基7A購01,2.23,2.59,2.23,2.58,665
'078126,京元電凱基7A購01,0.72,0.74,0.72,0.74,848
'078127,智原凱基7A購02,1.19,1.19,1.12,1.12,638
'078128,嘉澤凱基7A購01,1.28,1.33,1.22,1.28,657
'078129,嘉澤凱基7A購02,1.1,1.15,1.1,1.1,428
'07812P,鴻海群益7B售23,0.64,0.64,0.64,0.64,0
'078130,鎧勝凱基7A購02,1.25,1.29,1.25,1.26,665
'078131,大成鋼日盛7A購01,1.88,2.09,1.86,1.97,367
'078132,台達電日盛7A購01,0.69,0.69,0.69,0.69,54
'078133,智邦日盛7A購01,2.75,2.8,2.62,2.62,98
'078134,佳世達日盛7A購01,1.39,1.43,1.37,1.39,292
'078135,GIS日盛7A購02,1.66,1.76,1.66,1.71,562
'078136,寶滬深群益7A購01,1.03,1.03,1.03,1.03,40
'078137,上証反群益7A購02,0.25,0.25,0.25,0.25,0
'078138,FBVIX群益7A購03,0.49,0.49,0.48,0.48,71
'078139,鴻海群益7A購04,1.48,1.48,1.48,1.48,0
'07813P,台積電群益7B售21,2.65,2.65,2.61,2.61,27
'078140,國巨群益7A購07,6.3,6.3,6.3,6.3,0
'078141,南亞科群益7A購03,3.96,3.96,3.96,3.96,0
'078142,聯發科群益7A購07,1.5,1.7,1.5,1.7,2247
'078143,可成群益7A購06,2.18,2.21,2.14,2.2,351
'078144,嘉聯益群益7A購04,3.88,4.43,3.88,4.43,339
'078145,GIS群益7A購03,1.99,2.08,1.99,2.07,341
'078146,T50正2中信81購02,1.73,1.73,1.73,1.73,8
'078147,聚陽中信7A購01,0.8,0.82,0.8,0.82,496
'078148,聯電中信7A購02,1.01,1.01,1,1.01,500
'078149,佳世達中信7A購01,0.77,0.78,0.77,0.78,145
'07814P,大立光群益7B售23,3.56,3.56,3.56,3.56,0
'078150,瑞昱中信81購01,1.02,1.02,1.02,1.02,1430
'078151,友達中信81購01,1.26,1.29,1.26,1.29,55
'078152,強茂中信7A購02,2.08,2.08,2.08,2.08,45
'078153,華通元大7A購04,1.81,1.9,1.8,1.9,561
'078154,鴻海元大7A購14,1.84,1.84,1.83,1.83,200
'078155,宏碁元大7A購03,1.5,1.51,1.48,1.51,296
'078156,美律元大7A購05,1.61,1.74,1.59,1.74,583
'078157,晶電元大7A購17,1.85,1.91,1.79,1.82,2196
'078158,宏達電元大7A購06,1.24,1.26,1.21,1.24,431
'078159,長榮航元大7A購01,1.06,1.06,1.01,1.05,505
'07815P,大立光元大7B售12,0.91,0.91,0.91,0.91,0
'078160,中壽元大7A購02,1.32,1.38,1.32,1.38,340
'078161,玉晶光元大7A購04,2.21,2.38,2.05,2.05,5045
'078162,創意元大7A購06,1.3,1.49,1.29,1.44,1298
'078163,隆達元大7A購02,1.34,1.35,1.26,1.35,1215
'078164,麗豐元大7B購01,3.78,3.78,3.78,3.78,0
'078165,致伸元大7A購01,1,1.06,1,1.03,363
'078166,彩晶元大7A購01,2.11,2.17,2.08,2.17,126
'078167,嘉聯益元大7A購04,3.73,4.02,3.73,4.02,130
'078168,台郡元大7A購02,1.09,1.14,1.09,1.14,760
'078169,GIS元大7A購05,1.38,1.44,1.38,1.4,435
'07816P,大立光元大7B售13,1.2,1.2,1.17,1.17,213
'078170,中橡麥證7A購02,0.76,0.77,0.75,0.75,393
'078171,台達電麥證7A購03,0.62,0.62,0.6,0.62,4408
'078172,台達電麥證7B購01,0.58,0.58,0.56,0.58,4319
'078173,廣宇麥證7A購01,0.87,0.9,0.87,0.9,1160
'078174,智邦麥證7A購04,1.15,1.15,1.08,1.1,2015
'078175,智邦麥證7B購01,1.08,1.08,1.02,1.05,1419
'078176,台光電麥證7A購02,0.76,0.76,0.74,0.74,1426
'078177,台光電麥證7B購01,0.73,0.73,0.72,0.72,1026
'078178,建準麥證7A購02,0.77,1,0.77,1,5276
'078179,晶豪科麥證7A購02,0.77,0.83,0.77,0.83,3402
'07817P,上銀富邦7B售02,1.37,1.42,1.35,1.38,800
'078180,京鼎麥證7A購02,0.72,0.75,0.71,0.71,1964
'078181,聯鈞麥證7B購01,0.64,0.68,0.63,0.66,6398
'078182,群創麥證7A購03,0.67,0.67,0.66,0.66,1875
'078183,貿聯麥證7A購04,0.51,0.6,0.51,0.6,1997
'078184,致伸麥證7A購02,0.55,0.59,0.55,0.59,2216
'078185,致伸麥證7B購01,0.63,0.65,0.63,0.65,1096
'078186,新唐麥證7A購02,0.91,0.99,0.91,0.99,1429
'078187,鎧勝麥證7A購02,0.93,0.96,0.93,0.96,564
'078188,彩晶麥證7A購04,0.81,0.82,0.8,0.82,1346
'078189,華邦電永豐7A購02,1.26,1.36,1.26,1.32,607
'07818P,旺宏永豐7B售12,1.09,1.15,1.09,1.15,231
'078190,致茂永豐7A購01,0.77,0.81,0.76,0.77,1862
'078191,T50反1台新81購02,0.52,0.52,0.49,0.49,320
'078192,鴻海台新7B購03,1.45,1.45,1.45,1.45,0
'078193,台積電台新7A購07,0.86,0.86,0.86,0.86,109
'078194,和大國泰7B購01,1.45,1.47,1.42,1.45,152
'078195,東聯國泰7B購01,1.24,1.24,1.24,1.24,0
'078196,玉晶光國泰7B購02,1.86,1.86,1.86,1.86,10
'078197,晶電富邦7A購01,1.05,1.09,1.01,1.09,202
'078198,GIS富邦7A購04,0.93,0.97,0.93,0.97,248
'078199,深中小統一7B購01,0.74,0.74,0.74,0.74,0
'07819P,美律元富7B售05,1,1,1,1,0
'078200,美律元富7A購02,1.52,1.65,1.52,1.65,110
'078201,可成元富7A購01,2.37,2.51,2.37,2.51,1092
'078202,開發金元富7A購01,1.07,1.07,1.06,1.06,280
'078203,玉山金元富7A購01,1.94,1.99,1.94,1.94,220
'078204,台勝科元富7A購02,2.36,2.36,2.36,2.36,10
'078205,世芯元富7A購02,1.16,1.24,1.1,1.13,260
'078206,GIS元富7A購02,1.34,1.41,1.34,1.37,406
'078207,深中小康和7A購01,0.56,0.56,0.56,0.56,199
'078208,群創康和7A購01,1.1,1.1,1.08,1.08,229
'078209,群創康和7A購02,1.04,1.04,1.01,1.01,335
'07820P,大立光群益7B售25,0.53,0.54,0.53,0.54,35
'078210,國喬中信7B購01,0.65,0.66,0.65,0.65,100
'078211,麗豐中信7B購01,1.99,1.99,1.99,1.99,0
'078212,新唐中信7B購01,1.25,1.3,1.23,1.3,39
'078213,力成中信7B購01,0.88,0.88,0.88,0.88,15
'078214,百和中信7B購01,0.67,0.67,0.67,0.67,20
'078215,FH滬深群益7B購01,0.68,0.68,0.68,0.68,0
'078216,上銀群益7B購03,1.76,1.8,1.64,1.65,426
'078217,鴻海群益7B購03,1.09,1.11,1.09,1.11,18
'078218,國巨群益7B購01,9.95,11,9.95,11,20
'078219,台積電群益7B購01,1.16,1.21,1.16,1.21,169
'07821P,華新台新7B售02,0.86,0.86,0.85,0.85,307
'078220,晶電群益7B購01,1.74,1.78,1.74,1.78,80
'078221,可成群益7B購01,1.91,2,1.91,2,1116
'078222,緯創群益7B購01,0.56,0.64,0.56,0.64,1066
'078223,台勝科群益7B購04,2.33,2.33,2.33,2.33,0
'078224,嘉聯益群益7B購01,3.49,3.53,3.49,3.53,120
'078225,GIS群益7B購01,1.66,1.66,1.66,1.66,0
'078226,國喬永豐7B購01,0.44,0.45,0.41,0.45,130
'078227,國巨永豐7B購01,3.99,4.25,3.99,4.25,11
'078228,玉晶光永豐7B購01,2.66,2.82,2.52,2.52,398
'078229,祥碩永豐7B購01,0.94,0.97,0.94,0.96,493
'07822P,GIS台新7B售02,0.87,0.87,0.87,0.87,0
'078230,愛普永豐7B購01,0.79,0.79,0.75,0.77,353
'078231,鴻海日盛7B購01,2.97,2.97,2.97,2.97,92
'078232,華邦電日盛7B購01,1.96,2.15,1.96,2.15,203
'078233,新光鋼宏遠7B購01,0.9,0.92,0.9,0.92,150
'078234,國喬凱基7B購01,1.24,1.24,1.19,1.24,620
'078235,國喬凱基7B購02,0.96,0.97,0.91,0.96,1292
'078236,上銀凱基7B購02,1,1.06,0.98,0.98,459
'078237,瑞昱凱基7B購01,1.31,1.39,1.29,1.37,489
'078238,瑞昱凱基7B購02,1.19,1.27,1.19,1.27,420
'078239,台光電凱基7B購01,1.51,1.51,1.47,1.5,329
'07823P,鴻海永昌7B售03,1.78,1.78,1.78,1.78,39
'078240,台光電凱基7B購02,1.5,1.5,1.46,1.48,625
'078241,玉晶光凱基7B購01,2.88,3,2.72,2.72,259
'078242,聯鈞凱基7B購01,1.04,1.12,1.02,1.12,1138
'078243,臻鼎凱基7B購01,1.4,1.51,1.38,1.51,232
'078244,臻鼎凱基7B購02,1.39,1.52,1.37,1.51,1606
'078245,臻鼎凱基7B購03,1.22,1.37,1.22,1.37,830
'078246,台泥元大7B購01,1.84,2.16,1.83,2.16,1202
'078247,鑽全元大7B購01,1.55,1.61,1.47,1.54,1809
'078248,台達電元大7B購01,1.36,1.36,1.31,1.35,478
'078249,瑞昱元大7B購01,1.3,1.4,1.28,1.38,288
'07824P,鴻海元大7B售13,1.19,1.19,1.19,1.19,0
'078250,瑞昱元大7B購02,1.37,1.47,1.37,1.45,390
'078251,德律元大7B購01,1.85,2.47,1.85,2.44,1937
'078252,創意元大7B購01,1.45,1.68,1.4,1.57,1821
'078253,貿聯元大7B購01,0.93,1.15,0.93,1.12,3578
'078254,臻鼎元大7B購01,1.31,1.48,1.31,1.46,892
'078255,臻鼎元大7B購02,1.44,1.57,1.44,1.56,270
'078256,台郡元大7B購01,1.07,1.16,1.07,1.16,583
'078257,敦南麥證7B購01,1.2,1.21,1.05,1.11,5475
'078258,啟碁麥證7B購01,0.65,0.68,0.65,0.68,936
'078259,玉晶光台新7B購01,2.06,2.12,2.06,2.12,80
'07825P,TXFI8元大78售03,0.96,0.96,0.96,0.96,0
'078260,元油反富邦82購01,0.76,0.76,0.76,0.76,3
'078261,中鋼富邦7B購01,1.01,1.13,1.01,1.13,2875
'078262,宏碁富邦7B購01,1.64,1.64,1.61,1.63,421
'078263,宏達電富邦7B購01,0.97,0.98,0.96,0.98,475
'078264,玉晶光富邦7C購02,2.18,2.18,2.18,2.18,16
'078265,聯電國泰7C購01,1.14,1.18,1.14,1.15,1887
'078266,GIS玉山83購01,1.44,1.48,1.44,1.46,1448
'078267,美律元富7B購02,2.37,2.59,2.37,2.56,360
'078268,國巨統一7B購03,3.52,3.52,3.52,3.52,0
'078269,玉晶光統一7C購01,1.72,1.72,1.72,1.72,0
'07826P,TXFI8元大78售04,1.1,1.1,1.1,1.1,0
'078270,友達康和7B購01,1.94,1.94,1.91,1.91,33
'078271,友達康和7B購02,1.7,1.7,1.68,1.68,42
'078272,南茂康和7B購01,1.26,1.26,1.26,1.26,0
'078273,中壽日盛7B購01,1.04,1.1,1.04,1.1,549
'078274,和大凱基81購01,0.83,0.84,0.82,0.83,2940
'078275,華邦電凱基81購01,0.85,0.91,0.85,0.9,1551
'078276,南亞科凱基81購01,0.72,0.77,0.72,0.76,1345
'078277,欣興凱基81購01,0.71,0.78,0.71,0.78,3535
'078278,滬深2X群益7B購07,2.12,2.12,2.12,2.12,0
'078279,深中小群益7B購05,0.87,0.87,0.83,0.85,171
'07827P,TXFI8元大78售05,0.91,0.91,0.91,0.91,0
'078280,上銀群益7B購04,2.63,2.76,2.5,2.58,356
'078281,華通群益7B購01,1.48,1.58,1.48,1.57,483
'078282,台積電群益7B購02,1.11,1.16,1.11,1.16,584
'078283,聯發科群益7B購01,1.01,1.19,1.01,1.19,633
'078284,T50正2中信7B購01,1.11,1.14,1.11,1.14,13
'078285,晶電中信7B購04,0.76,0.76,0.76,0.76,0
'078286,聯發科中信7B購04,0.97,1.09,0.97,1.08,1489
'078287,創意中信7C購01,1.83,1.95,1.82,1.95,74
'078288,祥碩中信7B購01,1.47,1.48,1.44,1.45,65
'078289,嘉聯益中信7B購01,2.95,2.95,2.95,2.95,0
'07828P,微星統一7B售01,0.77,0.81,0.77,0.81,1387
'078290,台郡中信7B購01,1.17,1.19,1.17,1.19,28
'078291,GIS中信81購01,1.19,1.25,1.19,1.22,249
'078292,百和第一7B購01,0.47,0.47,0.47,0.47,0
'07829P,微星元富7B售03,1.51,1.56,1.5,1.56,349
'078300,滬深2X元大7B購02,1.15,1.15,1.15,1.15,0
'078301,中石化元大7B購01,1.03,1.06,1.01,1.04,507
'078302,中壽元大7B購01,1.23,1.3,1.23,1.3,363
'078303,群創元大7B購03,1.23,1.23,1.21,1.21,700
'078304,群創元大7C購01,1.13,1.13,1.11,1.11,235
'078305,世芯元大7B購02,1.06,1.13,1.03,1.03,865
'078306,台郡元大7B購02,1.36,1.4,1.36,1.4,501
'078307,美律永豐7B購01,1.05,1.11,1.05,1.11,1104
'078308,全新永豐7B購01,1.05,1.11,1.05,1.08,981
'078309,亞光永豐7B購01,1.15,1.18,1.14,1.18,593
'07830P,群創元富7B售02,0.83,0.83,0.83,0.83,0
'078310,世芯永豐7B購01,0.61,0.67,0.6,0.6,1612
'078311,全宇永豐7B購01,0.87,0.89,0.84,0.84,728
'078312,康控永豐7B購01,1.49,1.51,1.49,1.51,10
'078313,瀚宇博永豐7B購01,2.78,2.78,2.78,2.78,0
'078314,達運永豐7B購01,0.99,0.99,0.97,0.97,229
'078315,台郡永豐7B購01,1.33,1.43,1.32,1.43,842
'078316,台郡台新7B購01,1.32,1.39,1.3,1.39,648
'078317,台積電統一7C購02,1.81,1.85,1.81,1.85,432
'078318,旺宏統一7B購03,1.16,1.16,1.05,1.05,1204
'078319,智邦統一7C購01,1.44,1.44,1.38,1.38,320
'07831P,TXFI8日盛78售01,2.1,2.1,2.1,2.1,0
'078320,百和統一7C購01,0.61,0.61,0.61,0.61,383
'078321,德律元富7B購01,2.5,2.9,2.5,2.7,103
'078322,台灣50康和7B購01,1.67,1.71,1.67,1.71,70
'078323,全新國泰7C購01,1.94,2,1.91,2,1074
'078324,亞光國泰7B購01,1.19,1.25,1.19,1.23,584
'078325,聯鈞國泰7B購01,1.58,1.71,1.58,1.71,1473
'078326,永冠富邦7B購01,0.58,0.58,0.56,0.56,280
'078327,京元電富邦7B購01,1.2,1.21,1.2,1.21,295
'078328,鴻海永昌7B購01,2.54,2.57,2.54,2.56,285
'078329,台積電永昌7C購01,1.06,1.07,1.06,1.07,314
'07832P,TXFL8日盛7B售01,3.11,3.11,3.11,3.11,0
'078330,友達永昌7C購01,2.12,2.12,2.06,2.06,754
'078331,台灣50中信82購02,2.07,2.07,2.07,2.07,30
'078332,滬深2X中信7B購06,0.73,0.73,0.73,0.73,0
'078333,A50正2中信7C購02,1.01,1.01,1.01,1.01,0
'078334,台灣50日盛7B購01,1.8,1.8,1.8,1.8,0
'078335,台郡日盛7B購01,1.77,1.94,1.74,1.94,1257
'078336,滬深2X凱基7B購07,1.14,1.21,1.13,1.19,183
'078337,上銀凱基7B購03,1,1.03,0.98,0.98,274
'078338,光寶科凱基7B購01,0.8,0.8,0.79,0.8,1030
'078339,華新科凱基7B購01,4.07,4.12,4.05,4.05,66
'07833P,微星群益7B售06,1.01,1.05,1.01,1.05,749
'078340,華新科凱基7B購02,3.59,3.59,3.59,3.59,7
'078341,台灣50永豐7B購02,2.08,2.08,2.08,2.08,1
'078342,華新科永豐7B購01,3.41,3.45,3.3,3.3,110
'078343,宏達電永豐7B購02,0.75,0.8,0.75,0.8,1833
'078344,聯鈞永豐7B購01,0.66,0.7,0.65,0.7,3067
'078345,力成永豐7B購01,1.22,1.29,1.21,1.29,700
'078346,卜蜂麥證7C購01,0.48,0.48,0.48,0.48,239
'078347,為升麥證7B購01,0.55,0.55,0.55,0.55,357
'078348,為升麥證7C購01,0.68,0.68,0.67,0.67,395
'078349,光寶科麥證7B購01,0.56,0.57,0.56,0.57,245
'07834P,大立光群益81售01,0.86,0.86,0.85,0.85,11
'078350,德律麥證7B購01,1.29,1.51,1.29,1.51,803
'078351,景碩麥證7B購01,1.2,1.25,1.16,1.16,624
'078352,啟碁麥證7C購01,0.81,0.82,0.78,0.82,5324
'078353,至上麥證7B購01,0.75,0.75,0.75,0.75,380
'078354,上証2X元大7B購01,1.17,1.17,1.17,1.17,0
'078355,深中小元大7C購01,0.78,0.8,0.78,0.8,159
'078356,國喬元大7B購01,0.75,0.77,0.73,0.76,607
'078357,為升元大7B購01,0.95,0.96,0.94,0.94,406
'078358,華通元大7B購01,1.67,1.82,1.67,1.82,1703
'078359,仁寶元大7B購01,1.61,1.68,1.61,1.68,109
'07835P,可成元大7B售04,1.57,1.57,1.57,1.57,0
'078360,智邦元大7B購01,2.38,2.42,2.22,2.25,3439
'078361,宏碁元大7B購01,1.74,1.75,1.71,1.73,1005
'078362,聯鈞元大7B購01,1.34,1.43,1.32,1.39,1651
'078363,上銀統一7C購01,1.02,1.08,1,1.02,1294
'078364,國巨統一7B購05,3.66,3.94,3.66,3.94,8
'078365,華新科統一7B購04,3.3,3.32,3.22,3.22,98
'078366,亞光統一7C購01,1.11,1.16,1.1,1.11,2048
'078367,上証2X元富7B購01,3.82,4.1,3.82,4.1,550
'078368,中纖元富7B購01,1.42,1.42,1.29,1.3,272
'078369,台光電元富7B購01,1.92,1.92,1.85,1.86,389
'07836P,訊芯元大7B售03,1.11,1.11,1.11,1.11,200
'078370,華新科元富7B購01,6.2,6.2,6.2,6.2,1
'078371,華新科元富7B購02,5.85,5.9,5.55,5.75,1501
'078372,華晶科元富7B購01,0.9,0.94,0.88,0.88,1737
'078373,台灣50康和7B購02,1.45,1.48,1.45,1.48,85
'078374,台灣50台新7C購01,0.81,0.81,0.81,0.81,0
'078375,創意台新7B購01,1.04,1.16,1.03,1.16,285
'078376,台灣50群益7B購02,1.23,1.23,1.22,1.22,2
'078377,元上證群益7B購03,1.05,1.05,1.02,1.02,40
'078378,T50反1群益7B購01,0.41,0.41,0.41,0.41,0
'078379,滬深2X群益7B購08,1.56,1.56,1.56,1.56,214
'07837P,GIS元大7B售11,1.2,1.2,1.2,1.2,0
'078380,上銀群益7B購05,3.39,3.51,3.28,3.28,428
'078381,鴻海群益7B購04,0.84,0.84,0.84,0.84,20
'078382,台積電群益7B購03,0.81,0.82,0.81,0.82,996
'078383,南亞科群益7B購02,1.33,1.47,1.33,1.44,792
'078384,晶電群益7B購02,2.2,2.31,2.17,2.23,308
'078385,可成群益7B購02,1.98,2.03,1.94,1.94,568
'078386,華新科群益7B購01,3.31,3.34,3.31,3.34,19
'078387,亞光群益7B購01,1.58,1.62,1.57,1.57,111
'078388,和大兆豐7C購01,2.28,2.28,2.25,2.25,489
'078389,上銀兆豐7C購01,1.3,1.35,1.24,1.24,800
'07838P,鴻海凱基7B售09,1.63,1.63,1.63,1.63,0
'078390,創意兆豐7B購01,1.47,1.61,1.45,1.61,617
'078391,玉晶光兆豐7B購01,3.08,3.18,2.9,2.9,158
'078392,亞德客兆豐7B購01,1.01,1.13,1.01,1.11,731
'078393,智邦兆豐7B購01,1.87,1.87,1.87,1.87,5
'078394,南亞科兆豐7B購02,0.86,0.92,0.86,0.92,210
'078395,可成兆豐7B購01,1.4,1.49,1.39,1.49,729
'078396,華新科兆豐7B購02,4.48,4.48,4.48,4.48,0
'078397,緯創兆豐7B購01,1.07,1.2,1.07,1.17,2251
'078398,中租兆豐7B購01,0.91,0.91,0.85,0.85,499
'078399,晶電玉山81購01,0.91,0.91,0.9,0.9,136
'07839P,興勤康和7B售03,0.82,0.82,0.82,0.82,0
'078400,智原國泰7B購01,0.91,0.93,0.88,0.88,1008
'078401,成霖國泰7B購01,0.74,0.74,0.74,0.74,0
'078402,CFA50富邦7C購01,1.23,1.23,1.23,1.23,170
'078403,台泥富邦7C購01,1.2,1.42,1.2,1.4,1108
'078404,瑞昱富邦7C購01,1.07,1.13,1.05,1.12,1281
'078405,美律富邦81購01,0.76,0.81,0.76,0.81,500
'078406,強茂富邦7C購01,2.14,2.14,1.88,1.88,35
'078407,宏達電富邦7C購01,0.85,0.9,0.84,0.86,515
'078408,創意富邦7C購01,1.03,1.22,1.03,1.15,3657
'078409,力成富邦7C購01,1.54,1.55,1.53,1.55,1000
'07840P,南亞科台新7B售02,0.92,0.92,0.92,0.92,0
'078410,上証2X中信7B購01,0.98,0.98,0.98,0.98,0
'078411,上証2X中信81購05,1.24,1.24,1.24,1.24,60
'078412,上銀中信7B購02,0.81,0.81,0.81,0.81,0
'078413,為升中信7C購01,0.9,0.9,0.9,0.9,55
'078414,智邦中信7B購01,1.25,1.25,1.18,1.18,70
'078415,全新中信7B購02,1.69,1.69,1.69,1.69,10
'078416,華新科中信7C購01,3.11,3.11,3.11,3.11,0
'078417,榮成第一7B購01,0.37,0.4,0.36,0.4,180
'078418,智邦第一7B購01,1.58,1.58,1.53,1.53,48
'078419,美律第一7B購01,0.75,0.75,0.75,0.75,0
'07841P,宏達電台新7B售03,0.89,0.89,0.89,0.89,0
'078420,上証2X群益7B購12,1.34,1.53,1.34,1.51,170
'078421,A50正2群益7B購09,1.1,1.2,1.1,1.19,220
'078422,鴻海群益7B購05,0.95,0.95,0.95,0.95,1
'078423,南亞科群益7B購03,3.89,3.89,3.89,3.89,99
'078424,晶電群益7B購03,2.19,2.32,2.18,2.32,692
'078425,聯發科群益7B購02,2.08,2.37,2.08,2.37,108
'078426,可成群益7B購03,2.61,2.61,2.57,2.57,325
'078427,全新日盛7B購01,1.71,1.79,1.69,1.79,290
'078428,上証2X凱基7B購03,2.11,2.11,2.09,2.09,21
'078429,A50正2凱基7B購04,1.81,1.96,1.81,1.96,180
'07842P,大立光台新7B售02,0.84,0.84,0.84,0.84,0
'078430,全新凱基7B購01,1.96,2.05,1.89,1.96,863
'078431,景碩凱基7B購01,1.67,1.67,1.64,1.64,48
'078432,景碩凱基7B購02,1.83,1.95,1.76,1.76,909
'078433,台郡凱基7B購01,1.93,2.09,1.93,2.09,1277
'078434,中石化國票7B購01,1.15,1.21,1.15,1.17,571
'078435,華新國票7B購01,1.63,1.63,1.63,1.63,0
'078436,大成鋼國票7B購01,1.28,1.32,1.19,1.29,873
'078437,鴻海國票7B購01,1.56,1.57,1.56,1.57,300
'078438,華邦電國票7B購01,1.39,1.43,1.39,1.43,300
'078439,瑞昱國票7B購01,1,1.07,1,1.07,314
'07843P,創意台新7B售02,0.79,0.79,0.79,0.79,0
'078440,晶電國票7B購01,0.9,0.91,0.86,0.86,183
'078441,全新國票7B購01,1.18,1.21,1.18,1.21,100
'078442,長榮國票7B購01,0.86,0.86,0.85,0.85,247
'078443,晶豪科國票7B購01,1.22,1.35,1.22,1.35,2207
'078444,新日興國票7B購01,1.4,1.4,1.4,1.4,0
'078445,晶電康和7B購01,0.69,0.69,0.69,0.69,0
'078446,上証2X元富7B購02,3.8,3.8,3.8,3.8,3
'078447,致伸元富7B購01,0.81,0.86,0.81,0.83,1023
'078448,中租元富7B購01,0.89,0.91,0.84,0.84,185
'078449,A50正2統一81購01,0.89,0.96,0.89,0.94,358
'07844P,TPK台新7B售01,0.95,0.95,0.95,0.95,0
'078450,上銀統一81購03,1.1,1.18,1.08,1.1,1155
'078451,鴻海統一7C購03,3.92,3.97,3.92,3.97,135
'078452,國巨統一7C購01,2.35,2.55,2.3,2.55,1268
'078453,聯發科統一7C購01,0.69,0.74,0.69,0.74,1653
'078454,宏達電統一7C購02,0.71,0.73,0.71,0.73,779
'078455,臺企銀統一7B購02,0.76,0.76,0.76,0.76,92
'078456,百和統一7C購02,0.81,0.81,0.81,0.81,0
'078457,全新永豐7B購02,1.34,1.41,1.33,1.41,488
'078458,華新科永豐7B購02,3.01,3.15,3,3,250
'078459,達邁永豐7B購01,1.01,1.06,1.01,1.03,367
'07845P,TXFI8凱基78售01,1.71,1.71,1.71,1.71,0
'078460,台虹永豐7B購01,1.02,1.1,0.99,1.09,1281
'078461,台灣50元大7B購03,1.7,1.7,1.7,1.7,0
'078462,全新元大7B購03,1.65,1.72,1.62,1.65,322
'078463,敦泰元大7B購01,1.44,1.44,1.36,1.36,960
'078464,敦泰元大7B購02,1.25,1.28,1.22,1.22,1088
'078465,中租元大7B購01,0.86,0.88,0.83,0.83,421
'078466,臺股指元大7B購11,1.76,2.01,1.76,2,46
'078467,臺股指元大7B購12,2.12,2.12,2.12,2.12,200
